"title","description","streetaddress","city","state","zipcode","Year"
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,1997
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,1998
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,1999
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2000
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2001
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2002
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2003
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2004
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2005
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2006
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2007
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2008
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2009
"The Egyptian Club",NA,"3701 Southeast Division St, Portland, Oregon, 97202","Portland","Oregon",97202,2010
"Eve's Hangout",NA,"129 MacDougal St, New York, New York, 10012","New York","New York",10012,1925
"Eve's Hangout",NA,"129 MacDougal St, New York, New York, 10012","New York","New York",10012,1926
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1980
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1981
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1982
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1983
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1984
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1985
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1986
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1987
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1988
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1989
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1990
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1991
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1992
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1993
"First Choice/The Night",NA,"533 Ferry St, Newark, New Jersey, 07105","Newark","New Jersey",7105,1994
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2000
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2001
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2002
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2003
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2004
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2005
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2006
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2007
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2008
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2009
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2010
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2011
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2012
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2013
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2014
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2015
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2016
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2017
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2018
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2019
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2020
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2021
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2022
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2023
"Ginger's Bar",NA,"363 5th Av, New York, New York, 11215","New York","New York",11215,2024
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1991
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1992
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1993
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1994
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1995
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1996
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1997
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1998
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,1999
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2000
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2001
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2002
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2003
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2004
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2005
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2006
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2007
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2008
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2009
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2010
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2011
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2012
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2013
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2014
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2015
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2016
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2017
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2018
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2019
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2020
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2021
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2022
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2023
"Henrietta Hudson",NA,"438 Hudson St, New York, New York, 10014","New York","New York",10014,2024
"Herz",NA,"4070 Government Blvd, Mobile, Alabama, 36693","Mobile","Alabama",36693,2019
"Herz",NA,"4070 Government Blvd, Mobile, Alabama, 36693","Mobile","Alabama",36693,2020
"Herz",NA,"4070 Government Blvd, Mobile, Alabama, 36693","Mobile","Alabama",36693,2021
"Herz",NA,"4070 Government Blvd, Mobile, Alabama, 36693","Mobile","Alabama",36693,2022
"Herz",NA,"4070 Government Blvd, Mobile, Alabama, 36693","Mobile","Alabama",36693,2023
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,1997
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,1998
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,1999
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2000
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2001
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2002
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2003
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2004
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2005
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2006
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2007
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2008
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2009
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2010
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2011
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2012
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2013
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2014
"The Lexington Club",NA,"3464 19th St, San Francisco, California, 94110","San Francisco","California",94110,2015
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1948
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1949
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1950
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1951
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1952
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1953
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1954
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1955
"Mary’s First and Last Chance",NA,"2278 Telegraph Av, Oakland, California, 94612","Oakland","California",94612,1956
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1966
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1967
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1968
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1969
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1970
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1971
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1972
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1973
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1974
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1975
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1976
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1977
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1978
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1979
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1980
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1981
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1982
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1983
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1984
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1985
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1986
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1987
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1988
"Maud's",NA,"937 Cole St, San Francisco, California, 94117","San Francisco","California",94117,1989
"Miss Smith's Tea Room",NA,"1353 Grant Av, San Francisco, California, 94133","San Francisco","California",94133,1954
"Miss Smith's Tea Room",NA,"1353 Grant Av, San Francisco, California, 94133","San Francisco","California",94133,1955
"Miss Smith's Tea Room",NA,"1353 Grant Av, San Francisco, California, 94133","San Francisco","California",94133,1956
"Miss Smith's Tea Room",NA,"1353 Grant Av, San Francisco, California, 94133","San Francisco","California",94133,1957
"Miss Smith's Tea Room",NA,"1353 Grant Av, San Francisco, California, 94133","San Francisco","California",94133,1958
"Miss Smith's Tea Room",NA,"1353 Grant Av, San Francisco, California, 94133","San Francisco","California",94133,1959
"Miss Smith's Tea Room",NA,"1353 Grant Av, San Francisco, California, 94133","San Francisco","California",94133,1960
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1934
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1935
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1936
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1937
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1938
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1939
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1940
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1941
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1942
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1943
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1944
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1945
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1946
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1947
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1948
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1949
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1950
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1951
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1952
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1953
"Mona's 440 Club",NA,"Union St, San Francisco, California","San Francisco","California",NA,1954
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,1996
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,1997
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,1998
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,1999
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2000
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2001
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2002
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2003
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2004
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2005
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2006
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2007
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2008
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2009
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2010
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2011
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2012
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2013
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2014
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2015
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2016
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2017
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2018
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2019
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2020
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2021
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2022
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2023
"My Sister's Room",NA,"1104 Crescent Ave NE, Atlanta, Georgia, 30309","Atlanta","Georgia",30309,2024
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1981
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1982
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1983
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1984
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1985
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1986
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1987
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1988
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1989
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1990
"Ollie's",NA,"4130 Telegraph Av, Oakland, California, 94609","Oakland","California",94609,1991
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1970
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1971
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1972
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1973
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1974
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1975
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1976
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1977
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1978
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1979
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1980
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1981
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1982
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1983
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1984
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1985
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1986
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1987
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1988
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1989
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1990
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1991
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1992
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1993
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1994
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1995
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1996
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1997
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1998
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,1999
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2000
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2001
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2002
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2003
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2004
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2005
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2006
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2007
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2008
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2009
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2010
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2011
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2012
"The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",90069,2013
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1949
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1950
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1951
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1952
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1953
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1954
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1955
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1956
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1957
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1958
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1959
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1960
"Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",94133,1961
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2013
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2014
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2015
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2016
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2017
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2018
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2019
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2020
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2021
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2022
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2023
"Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",77007,2024
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1955
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1956
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1957
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1958
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1959
